玩家评价,是否推荐,游玩时长(小时),觉得有价值的人数,觉得好笑的人数
"给没玩过一代或者一代玩的少的萌新几点入门向开荒个人建议：
1.关于删牌，牌都是我们辛苦打完怪的战利品或者进商店花重金买的，来之不易，不要删，而且删完了会面临无牌可出的尴尬局面。
2.关于复制卡牌，二代新增了许多可以复制牌的机会，正所谓最好的进攻就是防守，多多复制防御牌。
3.关于路线选择，精英会掉金卡，所以我们要多打精英，杀戮尖塔一定要杀戮，少去火堆多的路线。
4.关于sl，战斗中打不过或者牌出错了不要退了重新进，这样怪物会回满血，我们就白打了。
5.故障机器人依旧是本作中最强的角色！
6.故障机器人依旧是本作中最强的角色！
7.上面有一条是真的。",推荐,2.3,0,0
猎宝小刀流太爽了，一回合干掉boss三百多血四个回合结束战斗太爽了,推荐,15.1,0,0
"毫无疑问第二部绝对好玩 这是游戏发售的第二天 目前已经20小时的实际局时长了
ea阶段是数值设计似乎比较狂放 应该有不少会在后续版本改动的 目前看来几乎每个角色都有不少放在一代里面堪称假卡的设计
事件的收益增加了很多 无色牌强度很高 对标一代boss遗物的选项中也有不少几乎保送的选
总之如果是一代受众的话 有多人模式加持 二代肯定能玩的很爽

建筑师。。。什么时候能把建筑师端上来！！！",推荐,39.6,0,0
联机数值有待打磨，期待创意工坊的恐怖紫皮人，无兄弟不肉鸽！我说肉鸽出联机是对的，有没有懂的,推荐,24.5,0,0
能量上限设计不合理，应该设置到某一结点可以获得提升能量上限的奖励，【评价为垃圾游戏。,不推荐,11.6,0,0
一代基础上世界观极大补充，玩法在保留原本优质内容基础上进行合理添加，并没有大刀阔斧改变特别多，没有为了新而新，期待成就系统上线,推荐,24.7,0,0
比一代更有爽感，打击更爽，怪物动画震撼帅气，神作！,推荐,22.6,0,0
"一如既往的上头
战士哥杀疯了，猎宝依旧玩不明白，鸡煲萌萌萌，棺者和储君设定都很有意思
画质，游戏性对比一代都有了很大的提升，期待以后的作品",推荐,9.2,0,0
鸡煲最后一个解锁，原来是因为启动太慢了,推荐,6.6,0,0
好，但是新人物攻击动作好像没有根据卡牌配适。,推荐,35.7,0,0
不错，动画，卡牌都有提升,推荐,25.2,0,0
游戏很不错，比塔1丰富了很多内容。低进阶进入第三幕后基本就是爽局了，多人联机也很有趣。,推荐,24.0,0,0
数值还需要平衡，新机制还在适应，好玩，爱玩,推荐,27.2,0,0
"用每个角色爬一圈：
战士猎人有新的体验
两个新角色也很有趣
最强boss蓝色机器人
拼尽全力被拿下一血",推荐,24.1,0,0
"卡牌游戏的天。
除了目前有一些怪有点恶心过头（鳗鱼，还有鱼boss的塞牌不消耗）其他方面都是顶级。",推荐,34.1,0,0
两天25h玩爽了，没想到在2代还能玩到夜宴幽魂，玩的淌口水了，什么时候能玩到黑化战士,推荐,46.0,0,0
数值有点崩坏，战士的凶恶是什么玩意，比猛虎下山都猛，一些事件的效果过于强力，拿到就赢。但是也不太好削，因为敌人也很强。这一代可能会以多人联机为主吧。,推荐,14.1,0,0
尖塔一是我第一个全成就的游戏，塔二也很好玩，上头！,推荐,4.2,0,0
"太好玩了，1代已然登峰造极，2代更是再创新高。
尤其是联机爬塔，几个人联机乐趣就翻几倍！",推荐,25.1,0,0
 双人联机游玩数值超模，敌人血量多的离谱，一个角色只能打一个人为什么敌人就能连所有玩家这个设计太不合理了，要么就是敌人随机玩家输出而不是同时挨打,不推荐,5.2,0,0
"非常好玩，启动非常快机器人，使我的冰球旋转
very playable, very quick robot, make my ice ball spinning",推荐,82.8,0,0
塔1猎人玩了3000多个小时，塔2猎人感觉削弱了很多，而且怪物的强度比1高了很多,推荐,22.3,0,0
神中神，卡牌rogue必玩神游。2代在优秀的1代基础上全面创新，引入非常多有趣的新机制。联机模式更是趣味十足,推荐,41.6,0,0
居然有我第五喜欢的鸡煲，都不准说我鸡煲菜，那是因为我还没有启动,推荐,17.2,0,0
好玩！首发入了，和一代比多了很多奖励和玩法，虽然更复杂了但是正反馈很好，希望添加一代的心脏boss,推荐,29.9,0,0
2019年1月，我给1代留下了“令人沉迷”的评价，7年后的第2代作品，依旧还是熟悉的味道，熟悉的配方，虽然这七年当中又涌现了无数roguelike+卡牌的游戏游戏，但爬塔依旧令人沉迷不已！,推荐,10.8,0,0
这游戏唯一的缺点是怎么只能四个人联机啊。好多朋友想一起玩，车位都得先到先得，还有就是塔2上线睡觉时间越来越晚了，真的太好玩了,推荐,28.6,0,0
好多数值指数卡 随随便便组合就能打出强效果来 很爽,推荐,27.1,0,0
联机战士残血，拿了低于耳环，瓦库代打用祭品自杀了，您猜这么着，我点不了下个回合了，3个人打了1个小时的对局就这么卡bug结束了,推荐,28.9,0,0
基于一代的全面优化，增加了很多的动画和细节，强烈推荐多人模式，和朋友一起玩非常开心。,推荐,23.3,0,0
"很不错的续作，新加的两个角色也很有意思。
第四喜欢的角色也变强了。第四喜欢的角色也变强。",推荐,18.2,0,0
又有数值，又有机制，我们杀戮尖塔真是太强了,推荐,28.9,0,0
"无论写多长的文字，多么精妙的文笔也无法形容这款惊世骇俗的肉鸽神作
续作依旧神上神",推荐,32.4,0,0
给我这个开局放血拿费，狂怒挂盾，被动抽牌，壁垒叠甲，战栗易伤，欺凌武装拆卸然后接劫掠D牌和无情猛攻挑衅，再坚定不移岿然不动加火焰屏障，全身撞击反伤爆炸的铁甲战士玩笑了。,推荐,16.8,0,0
游戏是好游戏，但是什么时候来第一波平衡性调整😅,推荐,4.3,0,0
"较于一代好玩程度有过之而无不及，官方联机更增加乐趣程度
顶级",推荐,27.0,0,0
"2代有不少新机制和新尝试，比如给卡牌附魔和弃牌免费触发，挺有意思的。可能是我太菜吧，3个小时一次都没通关，更没有解锁每日模式，所以更深入的内容还没有体验。3月6日时个别地方仍然有翻译问题，3月7日更新后似乎已经修复了。目前感觉2代有进步，1代的亮点几乎完全保留，这就谢天谢地了。
The sequel has many new mechanics and attempts, such as card enchanting and free discard triggers, which are quite interesting. Perhaps I'm just too bad at the game; I didn't even complete it once in three hours, let alone unlock the daily mode, so I haven't experienced the deeper content yet. There were still some translation issues in certain places on March 6th, but it seems to have been fixed after the March 7th update. Currently, the sequel feels like an improvement, and almost all the highlights of the first game have been retained, which is a relief.",推荐,7.8,0,0
"塔1已经是肉鸽游戏的大成之作，塔2丰富了内容，扩充了卡池，优化了细节，太夯了
",推荐,45.0,0,0
"新角色新机制都很有意思,依旧好玩",推荐,16.0,0,0
新角色好好玩！！！尤其是召唤师！奥斯提贼拉可爱，超级萌，每回合都在努力叠防御，不让它受到伤害，它就是传说中的超级萌物捏qwq,推荐,6.6,0,0
神中神，比一代多了很多流派和玩法，联机模式超级好评，互助卡牌太有意思了，唯一恶心的就是很多机制怪，不能玩纯单一流派的，不然单人非常容易暴毙，但这就更体现了联机的好玩。总结，单人能玩，多人爽玩！,推荐,35.4,0,0
有些卡牌没了，我还是希望能回来，战士有吸血才更好玩，该删的没有删，不该删的都删了,推荐,6.6,0,0
收回我之前的评论，自从给了差评后，涅奥把把尽孝，搞得我不好意思了,推荐,40.5,0,0
鸡煲明明是全尖塔最温柔的角色 让怪觉得自己很强,推荐,0.4,0,0
一如既往的高水平，目前有少量ui和翻译的bug，但基本不影响游玩，还有是部分解锁内容暂未更新，希望后续完整版能再增加内容,推荐,25.1,0,0
"两天玩了13小时太爽了，不愧是卡牌肉鸽最高的山最长的河啊！目前5个角色全通了一遍，战士哥玩到了进阶3，猎手阶级2，其余三个就进阶1，因为一代战士哥玩得比较多，所以也是先想把战士哥的进阶打上去。目前来看二代的怪种类繁多，各具特色且数值普遍较高，一层就会给你塞很多状态牌，还有些怪自带类灵体，什么只能先扣一，伤害只能打9，还有个怪每回合最多扣20，三层咬人书怪最令我恶心，一旦鬼抽防御端没做好又不能快速攻杀的话，直接掉血上限。不过这也对应了各角色有了各自一些超模的卡，就拿战士哥的薪火之源举例，敲了后每回合加2费，解决一代战士哥普遍缺费的问题，痛殴烧攻击牌给自己加伤害，我第一把战士就是拿了痛殴胡的。新角色储君挺好玩的，有过牌加蓝费的话很好运转，死灵法师一开始没怎么玩懂，感觉召唤流不经打伤害又没有在一层暴毙了好几次，直到今天玩了一把挽歌，直接快速成长，更胡的是那把商店后面来了X药，X药挽歌直接无敌好吧，配合灵魂过牌直接启动，太爽了。鸡煲今天也爽了一局，玩的是电爆机，激发闪电造成伤害，然后有一牌生成本场战斗生成过的电球，敲了后没有消耗直接电球转起来哈哈哈，无敌电爆！
二代流派感觉非常丰富，个人感觉比一代的可玩性多了很多，还没试过联机，不过看了老菊和星光的联机挺有意思的，可以和队友打COMBO。先写到这吧，继续爬塔去了哈哈，太好玩了",推荐,31.7,0,0
"9小时用五个角色都单通了一次T0T，好玩，卡牌强度比一代强了不少，感觉能玩的套路很多，等大佬研发，还多了联机模式真不错,等好友一起玩ORZ...",推荐,21.4,0,0
动画很棒，世界观开始补充了，期待正式版，好好修bug,推荐,14.3,0,0
"卡牌肉鸽最高的山，最长的河
只有自己能打败自己",推荐,36.1,0,0
"你们如果打不开游戏可以按下面操作。
Steam 库→右键《Slay the Spire 2》→属性→常规→在 ""启动选项"" 中粘贴：--rendering-driver opengl3
这个参数强制游戏使用 OpenGL3 渲染，解决大多数显卡兼容性问题",推荐,32.9,0,0
爽，就一个字爽就完了，联机虽然平衡性还差一点，但是和朋友一起肝的感觉非常爽。,推荐,25.9,0,0
联机功能是否没有做完善呢？联机掉线不能重连就不说了，难度设置的是否不太合理？必须要非常胡才能勉强打赢一两层boss。？号房间出怪的概率又是否太高了？小怪设置的强度是否平衡？一个小怪的强度堪比精英怪？,不推荐,13.1,0,0
鸡煲才是最强的！弱的不是鸡煲，是你！,推荐,42.5,0,0
数值设计有点不太合理，怪物的攻击欲望过高，且多数怪带有塞牌的机制；但游戏的美术、内容、机制相比前作都更加完善。,推荐,13.6,0,0
相比一代来说怪物种类和机制上更丰富了，很多小怪都长得很可爱。就是一二层有些怪恶心到有近乎塔一三层精英的强度。谁懂一回合只能出一张技能牌的含金量。现在刚开始发现新角色的加费和起防牌都有点难抓，等解锁更多卡牌再看看有没有更好的选择。,推荐,9.8,0,0
"鸡煲牛逼
鸡煲牛",推荐,14.2,0,0
延续了第一代的优秀数值设计，以及丰富的卡牌、遗物等内容让我流连忘返。依然是肉鸽卡牌类游戏的标杆制作。,推荐,12.2,0,0
玩法目前相对于塔一来说也有些许改变，不过目前来说可能有些职业的玩法有点单一了，现在的战士可以三卡无限， 没有让人想去玩大卡组的欲望,推荐,24.4,0,0
"战士哥老牌劲旅就是莽
猎宝转来转去像个战神
辉哥的大剑也未尝不利
死灵法师灵魂过牌超模
机器人真的强
机器人真的强",推荐,27.6,0,0
太好玩了，还是那个味道，而且我最喜欢的鸡煲还加强了，冲啊！,推荐,34.4,0,0
在继承一代原汁原味的系统同时又有很多新内容，光是两个新角色估计都让体量之于一代大了好几倍，老角色添加的新卡也让他们玩起来有很多新鲜感，本身的玩法也好理解上手，无论新老玩家都推荐购入,推荐,24.4,0,0
"所有人立即来玩塔2（。
很好玩，肉眼可见的各方面都有大提升，机制也多了很多，有很多恶心的怪物（但我喜欢）
虽然有很多没画完的，但是画完的真的好漂亮好好看啊（战士哥好烧啊）

这代富了很多，有些新卡太强了感觉老卡再出现有点不礼貌了（说的就是你猎人
不知道后面会不会做平衡

居然还有时间线，非常喜欢补完故事。
储君被抬着坐王座上是很帅啦，但我看到他休息还要把座位放在木头上然后自己再在座位上还是感觉有点太搞笑了，至少让人家下来吧！",推荐,24.0,0,0
